TAL,Time,Price
0,2017-06-08 11:27:57,124.40
1,2017-06-08 11:28:05,124.40
2,2017-06-08 11:28:08,124.40
3,2017-06-08 11:28:12,124.40
4,2017-06-08 11:28:15,124.40
5,2017-06-08 11:28:17,124.40
6,2017-06-08 11:28:18,124.40
7,2017-06-08 11:28:21,124.40
8,2017-06-08 11:28:23,124.40
9,2017-06-08 11:28:28,124.40
10,2017-06-08 11:28:31,124.40
11,2017-06-08 11:28:35,124.40
12,2017-06-08 11:28:40,124.40
13,2017-06-08 11:28:46,124.40
14,2017-06-08 11:28:49,124.40
15,2017-06-08 11:28:52,124.40
16,2017-06-08 11:28:55,124.40
17,2017-06-08 11:28:57,124.40
18,2017-06-08 11:28:59,124.40
19,2017-06-08 11:29:05,124.47
20,2017-06-08 11:29:10,124.47
21,2017-06-08 11:29:14,124.47
22,2017-06-08 11:29:07,124.47
23,2017-06-08 11:29:21,124.47
24,2017-06-08 11:29:25,124.47
25,2017-06-08 11:29:29,124.47
26,2017-06-08 11:29:35,124.47
27,2017-06-08 11:29:41,124.47
28,2017-06-08 11:29:45,124.47
29,2017-06-08 11:29:51,124.47
30,2017-06-08 11:29:55,124.47
31,2017-06-08 11:30:01,124.47
