TAL,Time,Price
0,08-30-01,121.50
1,08-30-02,121.50
2,08-30-03,121.50
3,08-30-04,121.50
4,08-30-08,121.50
5,08-30-09,121.50
6,08-30-10,121.50
7,08-30-11,121.50
8,08-30-12,121.50
9,08-30-13,121.50
10,08-30-14,121.50
11,08-30-14,121.50
12,08-30-15,121.50
13,08-30-16,121.50
14,08-30-17,121.50
15,08-30-18,121.50
16,08-30-19,121.50
17,08-30-20,121.50
18,08-30-21,121.50
19,08-30-21,121.50
20,08-30-22,121.50
21,08-30-23,121.50
22,08-30-24,121.50
23,08-30-25,121.50
24,08-30-26,121.50
25,08-30-26,121.50
26,08-30-28,121.50
27,08-30-29,121.50
28,08-30-29,121.50
29,08-30-30,121.50
30,08-30-31,121.50
31,08-30-32,121.50
32,08-30-33,121.50
33,08-30-34,121.50
34,08-30-35,121.50
35,08-30-36,121.50
36,08-30-39,121.50
37,08-30-40,121.50
38,08-30-41,121.50
39,08-30-41,121.50
40,08-30-42,121.50
41,08-30-43,121.50
42,08-30-44,121.50
43,08-30-45,121.41
44,08-30-46,121.41
45,08-30-47,121.41
46,08-30-47,121.41
47,08-30-48,121.41
48,08-30-49,121.41
49,08-30-50,121.41
50,08-30-51,
51,08-30-52,121.41
52,08-30-54,121.5548
53,08-30-55,121.5548
54,08-30-56,121.5548
55,08-30-59,121.5548
56,08-31-00,121.5548
57,08-31-02,121.5548
58,08-31-03,121.5548
59,08-31-04,121.5548
60,08-31-05,121.5548
61,08-31-06,121.5548
62,08-31-08,121.5548
63,08-31-09,121.5548
64,08-31-10,121.55
65,08-31-11,121.55
66,08-31-12,121.55
67,08-31-13,121.55
68,08-31-14,121.55
69,08-31-15,121.55
70,08-31-16,121.55
71,08-31-17,121.55
72,08-31-18,121.55
73,08-31-18,121.55
74,08-31-19,121.55
75,08-31-20,121.55
76,08-31-21,121.55
77,08-31-22,121.55
78,08-31-23,121.55
79,08-31-24,121.55
80,08-31-24,121.55
81,08-31-27,121.55
82,08-31-28,121.55
83,08-31-29,121.55
84,08-31-30,121.55
85,08-31-31,121.63
86,08-31-32,121.63
87,08-31-33,121.63
88,08-31-34,121.63
89,08-31-38,121.63
90,08-31-40,121.63
91,08-31-41,121.63
92,08-31-42,121.63
93,08-31-43,121.63
94,08-31-44,121.63
95,08-31-45,121.63
96,08-31-46,121.63
97,08-31-47,121.63
98,08-31-47,121.63
99,08-31-48,121.63
100,08-31-49,121.63
101,08-31-50,121.63
102,08-31-51,121.63
103,08-31-52,121.63
104,08-31-53,121.63
105,08-31-54,121.63
106,08-31-55,121.63
107,08-31-55,121.63
108,08-31-56,121.63
109,08-31-57,121.63
110,08-31-58,121.63
111,08-31-59,121.63
112,08-32-00,121.63
113,08-32-01,121.63
114,08-32-02,121.6300
115,08-32-03,121.6300
116,08-32-04,121.4629
117,08-32-05,121.4629
118,08-32-06,121.4629
119,08-32-06,121.4629
120,08-32-07,121.4629
121,08-32-09,121.4629
122,08-32-10,121.4629
123,08-32-11,121.4629
124,08-32-11,121.4629
125,08-32-12,121.4629
126,08-32-13,121.4629
127,08-32-14,121.4629
128,08-32-15,121.4629
129,08-32-16,121.4629
130,08-32-18,121.4629
131,08-32-19,121.4629
132,08-32-20,121.4629
133,08-32-20,121.4629
134,08-32-22,121.4629
135,08-32-23,121.4629
136,08-32-24,121.4629
137,08-32-25,121.4629
138,08-32-25,121.4629
139,08-32-26,121.4629
140,08-32-27,121.4629
141,08-32-28,121.4629
142,08-32-29,121.4629
143,08-32-30,121.4629
144,08-32-30,121.4629
145,08-32-32,121.4629
146,08-32-33,121.4629
147,08-32-34,
148,08-32-35,121.4629
149,08-32-36,121.4629
150,08-32-37,121.46
151,08-32-38,121.46
152,08-32-39,121.46
153,08-32-40,121.46
154,08-32-41,121.46
155,08-32-42,121.46
156,08-32-43,121.46
157,08-32-43,121.46
158,08-32-44,121.46
159,08-32-45,121.46
160,08-32-46,121.46
161,08-32-47,121.46
162,08-32-48,121.44
163,08-32-49,121.44
164,08-32-50,121.33
165,08-32-51,121.33
166,08-32-52,121.33
167,08-32-53,121.33
168,08-32-54,121.33
169,08-32-55,121.33
170,08-32-56,121.33
171,08-32-57,121.33
172,08-32-58,121.33
173,08-32-59,121.33
174,08-33-00,121.33
175,08-33-01,121.33
176,08-33-01,121.33
177,08-33-02,121.33
178,08-33-03,121.33
179,08-33-04,121.33
180,08-33-05,121.33
181,08-33-06,121.33
182,08-33-07,121.33
183,08-33-08,121.33
184,08-33-09,121.33
185,08-33-10,121.33
186,08-33-11,121.33
187,08-33-12,121.33
188,08-33-12,121.33
189,08-33-13,121.33
190,08-33-14,121.33
191,08-33-15,121.33
192,08-33-16,121.33
193,08-33-17,121.33
194,08-33-18,121.33
195,08-33-19,121.33
196,08-33-20,121.33
197,08-33-21,121.33
198,08-33-22,121.33
199,08-33-23,121.33
200,08-33-24,121.33
201,08-33-24,121.33
202,08-33-25,121.33
203,08-33-26,121.33
204,08-33-27,121.33
205,08-33-28,121.33
206,08-33-29,121.33
207,08-33-31,121.33
208,08-33-34,121.33
209,08-33-35,121.33
210,08-33-36,121.18
211,08-33-38,121.18
212,08-33-39,121.18
213,08-33-40,121.18
214,08-33-42,121.18
215,08-33-43,121.18
216,08-33-44,121.18
217,08-33-45,121.18
218,08-33-46,121.18
219,08-33-46,121.18
220,08-33-47,121.18
221,08-33-48,121.18
222,08-33-49,121.18
223,08-33-50,121.18
224,08-33-51,121.18
225,08-33-52,121.18
226,08-33-53,121.18
227,08-33-54,121.18
228,08-33-55,121.18
229,08-33-56,121.18
230,08-33-57,121.18
231,08-33-59,121.18
232,08-33-59,121.18
233,08-34-00,121.18
234,08-34-01,121.18
235,08-34-03,121.18
236,08-34-04,121.18
237,08-34-05,121.18
