TAL,Time,Price
0,11-30-05,124.47
1,11-30-11,124.30
2,11-30-14,124.30
3,11-30-17,124.30
4,11-30-21,124.30
5,11-30-25,124.30
6,11-30-28,124.30
7,11-30-33,124.40
8,11-30-38,124.40
9,11-30-42,124.40
10,11-30-45,124.40
11,11-30-50,124.40
12,11-30-54,124.40
13,11-30-58,124.40
14,11-31-02,124.40
15,11-31-07,124.40
16,11-31-11,124.40
17,11-31-15,124.40
18,11-31-22,124.40
19,11-31-28,124.40
20,11-31-34,124.40
21,11-31-38,124.40
22,11-31-43,124.40
23,11-31-47,124.40
24,11-31-53,124.40
25,11-31-57,124.40
26,11-32-01,124.40
27,11-32-07,124.40
28,11-32-12,124.40
29,11-32-17,124.40
30,11-32-21,124.6295
31,11-32-25,124.6295
32,11-32-31,124.6295
33,11-32-41,124.6295
34,11-32-48,124.63
35,11-32-50,124.63
36,11-32-55,124.63
37,11-33-01,124.63
38,11-33-04,124.63
39,11-33-10,124.63
40,11-33-13,124.59
41,11-33-16,124.59
42,11-33-19,124.70
43,11-33-23,124.70
44,11-33-27,124.70
45,11-33-31,124.70
46,11-33-35,124.70
47,11-33-39,124.70
48,11-33-44,124.70
49,11-33-49,124.70
50,11-33-54,124.70
51,11-33-58,124.70
52,11-34-01,124.70
53,11-34-05,124.70
54,11-34-10,124.62
55,11-34-12,124.62
56,11-34-17,124.60
57,11-34-22,124.60
58,11-34-26,124.60
59,11-34-32,124.60
60,11-34-37,124.600
61,11-34-42,124.600
62,11-34-46,124.60
63,11-34-49,124.66
64,11-34-53,124.66
65,11-34-57,124.66
66,11-35-01,124.66
67,11-35-06,124.66
68,11-35-08,124.66
69,11-35-10,124.67
70,11-35-13,124.67
71,11-35-17,124.67
72,11-35-19,124.67
73,11-35-24,124.67
74,11-35-28,124.67
75,11-35-31,124.67
76,11-35-34,124.67
77,11-35-37,124.67
78,11-35-41,124.67
79,11-35-45,124.76
80,11-35-47,124.75
81,11-35-50,124.75
82,11-35-52,124.75
83,11-35-53,124.75
84,11-35-54,124.75
85,11-36-00,124.75
86,11-36-04,124.75
87,11-36-07,124.75
88,11-36-11,124.75
89,11-36-15,124.905
90,11-36-22,124.905
91,11-36-27,124.90
92,11-36-30,124.90
93,11-36-36,124.85
94,11-36-41,124.85
95,11-36-43,124.85
96,11-36-45,124.85
97,11-36-47,124.85
98,11-36-49,124.85
99,11-36-50,124.85
100,11-36-51,124.85
101,11-36-52,124.85
102,11-36-53,124.85
103,11-36-54,124.85
104,11-36-55,124.85
105,11-36-56,124.85
106,11-36-58,124.85
107,11-36-58,124.85
108,11-36-59,124.85
109,11-37-00,124.85
110,11-37-02,124.85
111,11-37-03,124.85
112,11-37-05,124.85
113,11-37-06,124.85
114,11-37-07,124.85
115,11-37-09,124.85
116,11-37-10,124.85
117,11-37-11,124.88
