TAL,Time,Price
0,12-00-03,124.97
1,12-00-04,124.97
2,12-00-06,124.97
3,12-00-07,124.97
4,12-00-09,124.97
5,12-00-10,124.97
6,12-00-12,124.97
7,12-00-14,124.97
8,12-00-15,124.97
9,12-00-17,124.97
10,12-00-19,124.97
11,12-00-20,124.97
12,12-00-22,124.97
13,12-00-23,124.97
14,12-00-24,124.97
15,12-00-26,124.97
16,12-00-27,124.97
17,12-00-28,124.97
18,12-00-30,124.97
19,12-00-31,124.97
20,12-00-33,124.97
21,12-00-34,124.97
22,12-00-36,124.97
23,12-00-37,125.00
24,12-00-37,125.00
25,12-00-38,125.00
26,12-00-39,125.00
27,12-00-40,125.00
28,12-00-40,125.00
29,12-00-41,125.00
30,12-00-42,125.00
31,12-00-43,125.00
32,12-00-44,125.00
33,12-00-45,125.00
34,12-00-46,125.00
35,12-00-47,125.00
36,12-00-47,125.00
37,12-00-48,125.00
38,12-00-49,125.00
39,12-00-50,125.00
40,12-00-51,125.00
41,12-00-53,125.00
42,12-00-54,125.11
43,12-00-55,125.13
44,12-00-57,125.13
45,12-00-58,125.13
46,12-01-00,125.13
47,12-01-01,125.13
48,12-01-02,125.13
49,12-01-04,125.13
50,12-01-05,125.13
51,12-01-06,125.13
52,12-01-08,125.13
53,12-01-09,125.13
54,12-01-10,125.13
55,12-01-12,125.13
56,12-01-13,125.13
57,12-01-14,125.13
58,12-01-16,125.13
59,12-01-17,125.13
60,12-01-19,125.13
61,12-01-20,125.13
62,12-01-22,125.13
63,12-01-23,125.13
64,12-01-24,125.13
65,12-01-26,125.13
66,12-01-27,125.13
67,12-01-28,125.13
68,12-01-30,125.13
69,12-01-31,125.2199
70,12-01-32,125.2199
71,12-01-34,125.2199
72,12-01-35,125.2199
73,12-01-37,125.2199
74,12-01-38,125.2199
75,12-01-39,125.2199
76,12-01-41,125.2199
77,12-01-42,125.2199
78,12-01-44,125.2199
79,12-01-45,125.2199
80,12-01-46,125.2199
81,12-01-47,125.2199
