TAL,Time,Price
0,12-00-01,119.05
1,12-00-02,119.05
2,12-00-04,119.05
3,12-00-05,119.05
4,12-00-07,119.05
5,12-00-09,119.05
6,12-00-09,119.02
7,12-00-10,119.02
8,12-00-11,119.02
9,12-00-12,119.02
10,12-00-13,119.02
11,12-00-14,119.02
12,12-00-15,119.02
13,12-00-16,119.02
14,12-00-17,119.02
15,12-00-20,119.02
16,12-00-21,119.02
17,12-00-23,119.02
18,12-00-24,119.02
19,12-00-25,119.02
20,12-00-26,119.02
21,12-00-28,119.02
22,12-00-29,119.02
23,12-00-30,119.02
24,12-00-31,119.02
25,12-00-34,119.02
26,12-00-36,119.02
27,12-00-37,119.02
28,12-00-38,119.02
29,12-00-39,119.02
30,12-00-40,119.0200
31,12-00-41,119.0200
32,12-00-42,119.0200
33,12-00-43,119.0200
34,12-00-44,119.0200
35,12-00-45,119.0200
36,12-00-45,119.0200
37,12-00-46,119.0200
38,12-00-47,119.0200
39,12-00-48,119.0200
40,12-00-49,119.0200
41,12-00-50,119.0200
42,12-00-51,119.0200
43,12-00-52,119.0200
44,12-00-53,119.0200
45,12-00-54,119.020
46,12-00-55,119.035
47,12-00-56,119.035
48,12-00-57,119.035
49,12-00-58,119.035
50,12-00-59,119.035
51,12-01-00,119.035
52,12-01-01,119.035
53,12-01-02,119.035
54,12-01-03,119.035
55,12-01-04,119.035
56,12-01-05,119.035
57,12-01-06,119.035
58,12-01-07,119.035
59,12-01-08,119.035
60,12-01-09,119.035
61,12-01-10,119.035
62,12-01-11,119.035
63,12-01-12,119.035
64,12-01-13,119.035
65,12-01-14,119.035
66,12-01-15,119.035
67,12-01-16,119.035
68,12-01-16,119.035
69,12-01-17,119.035
70,12-01-18,119.035
71,12-01-21,119.035
72,12-01-22,119.035
73,12-01-23,119.035
74,12-01-24,119.035
75,12-01-28,119.035
76,12-01-29,119.035
77,12-01-30,119.035
78,12-01-31,119.035
79,12-01-32,119.21
80,12-01-33,119.21
81,12-01-34,119.21
82,12-01-35,119.21
83,12-01-35,119.21
84,12-01-36,119.21
85,12-01-38,119.21
86,12-01-39,119.21
87,12-01-40,119.44
88,12-01-41,119.44
89,12-01-42,119.44
90,12-01-46,119.44
91,12-01-47,119.44
92,12-01-48,119.44
93,12-01-49,119.44
94,12-01-50,119.44
95,12-01-51,119.44
96,12-01-52,119.44
97,12-01-53,119.44
98,12-01-54,119.44
99,12-01-55,119.44
100,12-01-56,119.44
101,12-01-57,119.44
102,12-01-58,119.44
103,12-01-59,119.44
104,12-02-00,119.44
105,12-02-01,119.44
106,12-02-03,119.44
107,12-02-04,119.44
108,12-02-05,119.44
109,12-02-07,119.44
110,12-02-08,119.44
111,12-02-09,119.44
112,12-02-10,119.44
113,12-02-11,119.44
114,12-02-12,119.44
115,12-02-13,119.44
116,12-02-14,119.44
117,12-02-15,119.44
118,12-02-16,
119,12-02-17,119.44
120,12-02-19,119.44
121,12-02-20,119.44
122,12-02-21,119.44
123,12-02-22,119.63
124,12-02-23,119.63
125,12-02-24,119.63
126,12-02-25,119.63
127,12-02-26,119.63
128,12-02-27,119.63
129,12-02-28,119.63
130,12-02-29,119.63
131,12-02-30,119.63
132,12-02-31,119.63
133,12-02-32,119.63
134,12-02-33,119.63
135,12-02-35,119.63
136,12-02-36,119.63
137,12-02-37,119.63
138,12-02-38,119.63
139,12-02-39,119.63
140,12-02-40,119.63
141,12-02-42,119.63
142,12-02-43,119.63
143,12-02-44,119.63
144,12-02-45,119.65
145,12-02-46,119.65
146,12-02-47,119.65
147,12-02-48,119.65
148,12-02-49,119.65
149,12-02-50,119.65
150,12-02-51,119.65
151,12-02-52,119.65
152,12-02-53,119.65
153,12-02-55,119.65
154,12-02-56,119.65
155,12-02-57,119.65
156,12-02-58,119.65
157,12-03-00,119.65
158,12-03-00,119.65
159,12-03-02,119.650
160,12-03-03,119.650
161,12-03-04,119.650
162,12-03-05,119.650
163,12-03-06,119.650
164,12-03-07,119.650
165,12-03-07,119.650
166,12-03-08,119.650
167,12-03-09,119.650
168,12-03-10,119.650
169,12-03-12,119.650
170,12-03-13,119.650
171,12-03-14,119.650
172,12-03-15,119.650
173,12-03-16,119.650
174,12-03-17,119.650
175,12-03-17,119.650
176,12-03-18,119.650
177,12-03-19,119.650
178,12-03-21,119.650
179,12-03-22,119.650
180,12-03-23,119.650
181,12-03-24,119.65
182,12-03-25,119.65
183,12-03-26,119.65
184,12-03-27,119.65
185,12-03-29,119.65
186,12-03-30,119.65
187,12-03-31,119.65
188,12-03-32,119.65
189,12-03-33,119.65
190,12-03-34,119.65
191,12-03-35,119.65
192,12-03-36,119.65
193,12-03-37,119.65
194,12-03-38,119.65
195,12-03-40,119.65
196,12-03-41,119.65
197,12-03-42,119.65
198,12-03-43,119.65
199,12-03-44,119.65
200,12-03-45,119.65
201,12-03-46,119.65
202,12-03-47,119.65
203,12-03-48,119.65
204,12-03-49,119.65
205,12-03-50,119.65
206,12-03-51,119.65
207,12-03-52,119.65
208,12-03-53,119.65
209,12-03-54,119.65
210,12-03-55,119.650
211,12-03-56,119.650
212,12-03-57,119.650
213,12-03-58,119.650
214,12-03-59,119.650
215,12-04-01,119.650
216,12-04-02,119.65
217,12-04-03,119.65
218,12-04-04,119.65
219,12-04-05,119.65
220,12-04-06,119.65
221,12-04-07,119.65
222,12-04-08,119.65
223,12-04-10,119.65
224,12-04-11,119.73
225,12-04-12,119.73
226,12-04-13,119.73
227,12-04-14,119.73
228,12-04-15,119.73
229,12-04-16,119.73
230,12-04-17,119.73
231,12-04-18,119.73
232,12-04-19,119.73
233,12-04-20,119.73
234,12-04-21,119.73
235,12-04-22,119.73
236,12-04-24,119.86
237,12-04-25,119.73
238,12-04-26,119.73
239,12-04-27,119.73
240,12-04-28,119.73
241,12-04-29,119.73
242,12-04-31,119.74
243,12-04-32,119.74
244,12-04-33,119.74
245,12-04-34,119.74
246,12-04-35,119.74
247,12-04-37,119.74
248,12-04-38,
249,12-04-39,119.73
250,12-04-40,119.73
251,12-04-42,119.73
252,12-04-43,119.73
253,12-04-44,119.73
254,12-04-45,119.73
255,12-04-46,119.73
256,12-04-47,119.73
257,12-04-48,119.73
258,12-04-49,119.73
259,12-04-50,119.73
260,12-04-51,119.73
261,12-04-52,119.73
262,12-04-53,119.73
263,12-04-54,119.73
264,12-04-55,119.73
265,12-04-57,119.73
266,12-04-58,119.73
267,12-05-00,119.73
268,12-05-01,119.73
269,12-05-02,119.73
270,12-05-03,119.73
271,12-05-04,119.73
272,12-05-05,119.73
273,12-05-06,119.73
274,12-05-07,119.73
275,12-05-08,119.73
276,12-05-09,119.73
277,12-05-10,119.73
278,12-05-11,119.73
279,12-05-12,119.73
280,12-05-13,119.73
281,12-05-14,119.73
282,12-05-16,119.73
283,12-05-17,119.73
284,12-05-18,119.73
285,12-05-19,119.73
286,12-05-20,119.73
287,12-05-22,119.73
288,12-05-23,119.73
289,12-05-24,119.73
290,12-05-25,119.73
291,12-05-26,119.73
292,12-05-28,119.73
293,12-05-29,119.68
294,12-05-30,119.68
295,12-05-31,119.68
296,12-05-32,119.68
297,12-05-34,119.68
298,12-05-35,119.68
299,12-05-37,119.68
300,12-05-38,119.68
301,12-05-40,119.68
302,12-05-41,119.68
303,12-05-42,119.68
304,12-05-43,119.68
305,12-05-44,119.68
306,12-05-45,119.68
307,12-05-46,119.68
308,12-05-48,119.68
309,12-05-49,119.68
310,12-05-50,119.68
311,12-05-51,119.68
312,12-05-53,119.68
313,12-05-54,119.68
314,12-05-55,119.68
315,12-05-56,119.68
316,12-05-58,119.68
317,12-05-58,119.68
318,12-06-00,119.68
319,12-06-01,119.68
320,12-06-02,119.68
321,12-06-03,119.68
322,12-06-04,119.68
323,12-06-05,119.68
324,12-06-06,119.68
325,12-06-07,119.68
326,12-06-08,119.68
327,12-06-09,119.68
328,12-06-10,119.68
329,12-06-11,119.68
330,12-06-12,119.68
331,12-06-13,119.68
332,12-06-15,119.68
333,12-06-16,119.68
334,12-06-17,119.68
335,12-06-18,119.68
336,12-06-19,119.68
337,12-06-20,119.68
338,12-06-21,119.68
339,12-06-22,119.68
340,12-06-23,119.68
341,12-06-24,119.68
342,12-06-25,119.68
343,12-06-26,119.75
344,12-06-27,119.75
345,12-06-28,119.75
346,12-06-29,119.75
347,12-06-30,119.75
348,12-06-31,119.75
349,12-06-33,119.75
350,12-06-34,119.75
351,12-06-35,119.75
352,12-06-35,119.75
353,12-06-37,119.75
354,12-06-38,119.75
355,12-06-39,119.75
356,12-06-40,119.75
357,12-06-41,119.75
358,12-06-42,119.75
359,12-06-43,119.76
360,12-06-45,119.76
361,12-06-46,119.76
362,12-06-47,119.76
363,12-06-48,119.76
364,12-06-49,119.60
365,12-06-50,119.60
366,12-06-51,119.60
367,12-06-52,119.60
368,12-06-54,119.60
369,12-06-55,119.58
370,12-06-56,119.58
371,12-06-57,119.58
372,12-06-58,119.58
373,12-06-59,119.58
374,12-07-00,119.58
375,12-07-01,119.58
376,12-07-02,119.58
377,12-07-03,119.58
378,12-07-04,119.58
379,12-07-05,119.58
380,12-07-07,119.58
381,12-07-08,119.58
382,12-07-09,119.58
383,12-07-10,119.58
384,12-07-11,119.58
385,12-07-12,119.58
386,12-07-13,119.58
387,12-07-14,119.58
388,12-07-16,119.58
389,12-07-17,119.58
390,12-07-19,119.58
391,12-07-20,119.58
392,12-07-21,119.58
393,12-07-22,119.4601
394,12-07-23,119.4601
395,12-07-25,119.465
396,12-07-25,119.46
397,12-07-27,119.46
398,12-07-28,119.46
399,12-07-29,119.46
400,12-07-30,119.46
401,12-07-31,119.46
402,12-07-32,119.46
403,12-07-33,119.46
404,12-07-34,119.46
405,12-07-35,119.46
406,12-07-37,119.46
407,12-07-38,119.46
408,12-07-39,119.46
409,12-07-40,119.46
410,12-07-41,119.46
411,12-07-42,119.38
412,12-07-43,119.38
413,12-07-44,119.38
414,12-07-46,119.38
415,12-07-47,119.38
416,12-07-48,119.38
417,12-07-48,119.38
418,12-07-49,119.38
419,12-07-50,119.38
420,12-07-51,119.38
421,12-07-52,119.38
422,12-07-53,119.38
423,12-07-54,119.38
424,12-07-55,119.38
425,12-07-56,119.38
426,12-07-57,119.38
427,12-07-59,119.38
428,12-08-00,119.38
429,12-08-01,119.38
430,12-08-02,119.38
431,12-08-03,119.38
432,12-08-05,119.38
433,12-08-06,119.38
434,12-08-07,119.38
435,12-08-08,119.38
436,12-08-09,119.38
437,12-08-10,119.38
438,12-08-11,119.38
439,12-08-12,119.38
440,12-08-13,119.38
441,12-08-14,119.38
442,12-08-15,119.38
443,12-08-16,119.38
444,12-08-17,119.38
445,12-08-18,119.38
446,12-08-19,119.38
447,12-08-21,119.38
448,12-08-22,119.38
449,12-08-23,119.38
450,12-08-24,119.49
451,12-08-26,119.49
452,12-08-26,119.49
453,12-08-27,119.49
454,12-08-28,119.49
