AAPL,Time,Price
355,07-36-01,155.00
356,07-36-02,155.00
357,07-36-02,155.0000
358,07-36-04,155.0000
359,07-36-04,154.999
360,07-36-05,154.9989
361,07-36-06,154.9992
362,07-36-07,154.9993
363,07-36-08,155.00
364,07-36-09,155.00
365,07-36-10,154.986
366,07-36-10,154.99
367,07-36-11,154.99
368,07-36-12,154.99
369,07-36-13,154.9995
370,07-36-14,155.00
371,07-36-15,155.00
372,07-36-16,155.00
373,07-36-17,155.01
374,07-36-18,155.01
375,07-36-18,155.01
376,07-36-19,155.01
377,07-36-20,155.01
378,07-36-21,154.99
379,07-36-22,154.990
380,07-36-23,154.983
381,07-36-23,154.983
382,07-36-24,154.99
383,07-36-25,154.99
384,07-36-26,154.99
385,07-36-27,154.99
386,07-36-28,154.98
387,07-36-29,154.98
388,07-36-30,154.97
389,07-36-30,154.95
390,07-36-31,154.955
391,07-36-32,154.955
392,07-36-33,154.955
393,07-36-34,154.95
394,07-36-35,154.95
395,07-36-37,154.95
396,07-36-38,154.9500
397,07-36-38,154.95
398,07-36-39,154.95
399,07-36-40,154.95
400,07-36-41,154.95
401,07-36-43,154.93
402,07-36-43,154.9300
403,07-36-44,154.937
404,07-36-47,154.94
405,07-36-48,154.92
406,07-36-51,155.10
407,07-36-52,154.920
408,07-36-53,154.935
409,07-36-54,154.935
410,07-36-55,154.93
411,07-36-56,154.92
412,07-36-57,154.9200
413,07-36-58,154.93
414,07-36-59,154.93
415,07-37-00,154.93
416,07-37-01,154.92
417,07-37-01,154.926
418,07-37-02,154.915
419,07-37-03,154.9150
420,07-37-04,154.9128
421,07-37-05,154.913
422,07-37-06,154.91
423,07-37-07,154.91
424,07-37-08,154.91
425,07-37-09,154.91
426,07-37-10,154.91
427,07-37-11,154.91
428,07-37-12,154.91
429,07-37-12,154.9100
430,07-37-13,154.9100
431,07-37-14,154.93
432,07-37-15,154.93
433,07-37-16,154.93
434,07-37-17,154.9300
435,07-37-18,154.9027
436,07-37-19,154.91
437,07-37-20,154.9100
438,07-37-21,154.901
439,07-37-21,154.901
440,07-37-22,154.905
441,07-37-23,154.905
442,07-37-24,154.905
443,07-37-25,154.905
444,07-37-26,154.91
445,07-37-27,154.91
446,07-37-27,154.9068
447,07-37-28,154.905
448,07-37-29,154.905
449,07-37-30,154.90
450,07-37-30,154.87
451,07-37-31,154.87
452,07-37-32,154.87
453,07-37-33,154.86
454,07-37-34,154.86
455,07-37-35,154.830
456,07-37-36,154.8300
457,07-37-36,154.8301
458,07-37-38,154.8301
459,07-37-39,154.8301
460,07-37-40,154.8319
461,07-37-40,154.8319
462,07-37-41,154.8319
463,07-37-42,154.8319
464,07-37-43,154.8447
465,07-37-44,154.8447
466,07-37-45,154.845
467,07-37-46,154.85
468,07-37-47,154.85
469,07-37-48,154.84
470,07-37-49,154.84
471,07-37-49,154.84
472,07-37-50,154.84
473,07-37-51,154.8400
474,07-37-52,154.8400
475,07-37-53,154.8400
476,07-37-54,154.8400
477,07-37-54,154.84
478,07-37-55,154.84
479,07-37-56,154.84
480,07-37-57,154.84
481,07-37-59,154.84
482,07-37-59,154.84
483,07-38-00,154.84
484,07-38-01,154.85
485,07-38-02,154.85
486,07-38-03,154.85
487,07-38-03,154.8500
488,07-38-05,154.850
489,07-38-06,154.850
490,07-38-06,154.8572
491,07-38-07,154.86
492,07-38-08,154.88
493,07-38-09,154.88
494,07-38-10,154.88
495,07-38-11,154.88
496,07-38-12,154.88
497,07-38-13,154.88
498,07-38-14,154.88
499,07-38-15,154.8832
500,07-38-16,154.8832
501,07-38-17,154.88
502,07-38-18,154.8832
503,07-38-19,154.8832
504,07-38-20,154.88
505,07-38-21,154.88
506,07-38-22,154.88
507,07-38-23,154.88
508,07-38-23,154.88
509,07-38-24,154.88
510,07-38-25,154.88
511,07-38-26,154.88
512,07-38-27,154.88
513,07-38-28,154.88
514,07-38-29,154.88
515,07-38-29,154.8600
516,07-38-30,154.860
517,07-38-31,154.86
518,07-38-32,154.86
519,07-38-33,154.86
520,07-38-34,154.85
521,07-38-35,154.85
522,07-38-37,154.85
523,07-38-38,154.855
524,07-38-39,154.8550
525,07-38-40,154.864
526,07-38-41,154.864
527,07-38-42,154.864
528,07-38-43,154.864
529,07-38-44,154.86
530,07-38-45,154.87
531,07-38-46,154.87
532,07-38-47,154.8700
533,07-38-47,154.8699
534,07-38-48,154.8699
535,07-38-49,154.855
536,07-38-50,154.85
537,07-38-51,154.85
538,07-38-52,154.85
539,07-38-52,154.85
540,07-38-53,154.880
541,07-38-54,154.88
542,07-38-55,154.88
543,07-38-56,154.89
544,07-38-57,154.890
545,07-38-58,154.885
546,07-38-59,154.885
547,07-39-00,154.885
548,07-39-01,154.8850
549,07-39-02,154.8850
550,07-39-03,154.88
551,07-39-04,154.88
552,07-39-05,154.885
553,07-39-06,154.88
554,07-39-07,154.88
555,07-39-07,154.88
556,07-39-08,154.88
557,07-39-10,154.88
558,07-39-11,154.89
559,07-39-11,154.890
560,07-39-12,154.890
561,07-39-13,154.88
562,07-39-14,154.89
563,07-39-15,154.89
564,07-39-16,154.89
565,07-39-17,154.89
566,07-39-18,154.89
567,07-39-19,154.89
568,07-39-20,154.89
569,07-39-21,154.890
570,07-39-22,154.895
571,07-39-23,154.895
572,07-39-24,154.895
573,07-39-24,154.895
574,07-39-25,154.89
575,07-39-26,154.89
576,07-39-27,154.89
577,07-39-28,154.89
578,07-39-29,154.88
579,07-39-30,154.875
580,07-39-31,154.875
581,07-39-32,154.88
582,07-39-33,154.87
583,07-39-33,154.87
584,07-39-34,154.8700
585,07-39-35,154.87
586,07-39-36,154.8701
587,07-39-37,154.8701
588,07-39-38,154.8701
589,07-39-39,154.85
590,07-39-40,154.85
591,07-39-41,154.85
592,07-39-42,154.85
593,07-39-42,154.8675
594,07-39-43,154.87
595,07-39-44,154.87
596,07-39-45,154.8675
597,07-39-46,154.8675
598,07-39-47,154.8675
599,07-39-48,154.85
600,07-39-49,154.85
601,07-39-50,154.85
602,07-39-51,154.8499
603,07-39-52,154.8499
604,07-39-53,154.850
605,07-39-54,154.850
606,07-39-54,154.850
607,07-39-55,154.85
608,07-39-56,154.85
609,07-39-57,154.85
610,07-39-58,154.85
611,07-40-00,154.85
612,07-40-01,154.85
613,07-40-01,154.85
614,07-40-02,154.85
615,07-40-04,154.85
616,07-40-05,154.85
617,07-40-06,154.85
618,07-40-07,154.85
619,07-40-08,154.85
620,07-40-09,154.85
621,07-40-10,154.85
622,07-40-11,154.86
623,07-40-12,154.8601
624,07-40-13,154.869
625,07-40-14,154.869
626,07-40-14,154.8667
627,07-40-15,154.8667
628,07-40-16,154.8741
629,07-40-17,154.8741
630,07-40-18,154.8741
631,07-40-19,154.87
632,07-40-20,154.86
633,07-40-21,154.86
634,07-40-22,154.86
635,07-40-23,154.86
636,07-40-24,154.86
637,07-40-25,154.86
638,07-40-26,154.85
639,07-40-27,154.85
640,07-40-27,154.85
641,07-40-28,154.8300
642,07-40-29,154.8300
643,07-40-30,154.8450
644,07-40-32,154.845
645,07-40-33,154.85
646,07-40-34,154.85
647,07-40-35,154.85
648,07-40-36,154.85
649,07-40-37,154.85
650,07-40-38,154.85
651,07-40-39,154.85
652,07-40-40,154.86
653,07-40-40,154.860
654,07-40-41,154.86
655,07-40-42,154.865
656,07-40-43,154.865
657,07-40-44,154.8650
658,07-40-45,154.8692
659,07-40-46,154.87
660,07-40-47,154.87
661,07-40-48,154.87
662,07-40-49,154.87
663,07-40-50,154.8401
664,07-40-51,154.84
665,07-40-52,154.84
666,07-40-53,154.84
667,07-40-53,154.8400
668,07-40-54,154.83
669,07-40-55,154.83
670,07-40-56,154.83
671,07-40-57,154.83
672,07-40-58,154.83
673,07-40-59,154.82
674,07-41-00,154.82
675,07-41-00,154.8200
676,07-41-01,154.8141
677,07-41-02,154.8141
678,07-41-03,154.8141
679,07-41-04,154.8141
680,07-41-05,154.81
681,07-41-06,154.80
682,07-41-07,154.80
683,07-41-08,154.80
684,07-41-08,154.8000
685,07-41-09,154.80
686,07-41-10,154.80
687,07-41-11,154.79
688,07-41-12,154.79
689,07-41-13,154.79
690,07-41-13,154.79
691,07-41-15,154.79
692,07-41-16,154.79
693,07-41-16,154.79
694,07-41-17,154.79
695,07-41-18,154.79
696,07-41-19,154.79
697,07-41-20,154.77
698,07-41-21,154.77
699,07-41-22,154.770
700,07-41-23,154.770
701,07-41-24,154.770
702,07-41-24,154.770
703,07-41-25,154.7750
704,07-41-26,154.77
705,07-41-27,154.77
706,07-41-28,154.77
707,07-41-28,154.7600
708,07-41-29,154.7600
709,07-41-30,154.7693
710,07-41-31,154.7693
711,07-41-32,154.77
712,07-41-33,154.77
713,07-41-34,154.7700
714,07-41-35,154.7700
715,07-41-36,154.770
716,07-41-37,154.774
717,07-41-38,154.76
718,07-41-39,154.76
719,07-41-40,154.76
720,07-41-41,154.76
721,07-41-42,154.76
722,07-41-43,154.7600
723,07-41-44,154.75
724,07-41-46,154.76
725,07-41-47,154.76
726,07-41-48,154.7600
727,07-41-49,154.7573
728,07-41-50,154.7573
729,07-41-51,154.7573
730,07-41-52,154.7573
731,07-41-53,154.7573
732,07-41-54,154.757
733,07-41-54,154.76
734,07-41-55,154.75
735,07-41-57,154.75
736,07-41-58,154.75
737,07-41-58,154.76
738,07-41-59,154.76
739,07-42-00,154.76
740,07-42-01,154.76
741,07-42-02,154.76
742,07-42-03,154.76
743,07-42-04,154.76
744,07-42-05,154.77
745,07-42-06,154.77
746,07-42-07,154.77
747,07-42-08,154.77
748,07-42-09,154.76
749,07-42-10,154.76
750,07-42-11,154.76
751,07-42-12,154.765
752,07-42-13,154.76
753,07-42-14,154.76
754,07-42-15,154.76
755,07-42-16,154.760
756,07-42-17,154.766
757,07-42-19,154.7660
758,07-42-20,154.7645
759,07-42-22,154.76
760,07-42-23,154.76
761,07-42-25,154.76
762,07-42-27,154.77
763,07-42-28,154.77
764,07-42-29,154.77
765,07-42-30,154.77
766,07-42-31,154.77
767,07-42-32,154.77
768,07-42-33,154.77
769,07-42-34,154.77
770,07-42-36,154.770
771,07-42-38,154.775
772,07-42-39,154.77
773,07-42-40,154.775
774,07-42-41,154.77
775,07-42-42,154.76
776,07-42-43,154.765
777,07-42-44,154.76
778,07-42-46,154.76
779,07-42-47,154.76
780,07-42-48,154.7605
781,07-42-49,154.76
782,07-42-50,154.77
783,07-42-51,154.7700
784,07-42-54,154.775
785,07-42-55,154.775
786,07-42-56,154.76
787,07-42-57,154.77
788,07-42-59,154.77
789,07-43-00,154.76
790,07-43-01,154.77
791,07-43-02,154.77
792,07-43-03,154.76
793,07-43-05,154.77
794,07-43-06,154.77
795,07-43-08,154.77
796,07-43-09,154.775
797,07-43-11,154.775
798,07-43-12,154.7750
799,07-43-13,154.7772
800,07-43-14,154.7772
801,07-43-15,154.78
802,07-43-16,154.7773
803,07-43-17,154.78
804,07-43-18,154.780
805,07-43-20,154.775
806,07-43-22,154.77
807,07-43-23,
808,07-43-24,154.78
809,07-43-25,154.80
810,07-43-26,154.80
811,07-43-27,154.80
812,07-43-28,154.79
813,07-43-29,154.79
814,07-43-30,154.7999
815,07-43-31,154.80
816,07-43-33,154.80
817,07-43-34,154.800
818,07-43-36,154.800
819,07-43-38,154.79
820,07-43-40,154.79
821,07-43-41,154.78
822,07-43-42,154.7800
823,07-43-43,154.7801
824,07-43-45,154.78
825,07-43-45,154.7748
826,07-43-48,154.77
827,07-43-49,154.77
828,07-43-51,154.76
829,07-43-53,154.7763
830,07-43-54,154.7763
831,07-43-55,154.7763
832,07-43-56,154.7763
833,07-43-57,154.77
834,07-43-58,154.7700
835,07-43-59,154.76
836,07-44-00,154.76
837,07-44-01,154.760
838,07-44-03,154.7510
839,07-44-04,154.75
840,07-44-05,154.77
841,07-44-06,154.7700
842,07-44-07,154.7746
843,07-44-08,154.775
844,07-44-09,154.78
845,07-44-10,154.7852
846,07-44-11,154.79
847,07-44-13,154.79
848,07-44-14,154.79
849,07-44-15,154.79
850,07-44-16,154.79
851,07-44-17,154.79
852,07-44-18,154.801
853,07-44-20,154.801
854,07-44-21,154.78
855,07-44-23,154.78
856,07-44-24,154.78
857,07-44-25,154.78
858,07-44-26,154.77
859,07-44-27,154.77
860,07-44-28,154.77
861,07-44-28,154.77
862,07-44-29,154.77
863,07-44-30,154.7744
864,07-44-31,154.7744
865,07-44-32,154.77
866,07-44-33,154.7800
867,07-44-33,154.78
868,07-44-34,154.78
869,07-44-35,154.78
870,07-44-36,154.78
871,07-44-38,154.78
872,07-44-39,154.78
873,07-44-40,154.7800
874,07-44-41,154.78
875,07-44-42,154.7798
876,07-44-42,154.7798
877,07-44-43,154.7798
878,07-44-44,154.7701
879,07-44-45,154.77
880,07-44-46,154.77
881,07-44-47,154.775
882,07-44-48,154.77
883,07-44-49,154.775
884,07-44-50,154.77
885,07-44-50,154.77
886,07-44-51,154.775
887,07-44-52,154.775
888,07-44-53,154.77
889,07-44-54,154.77
890,07-44-55,154.77
891,07-44-56,154.77
892,07-44-57,154.7750
893,07-44-58,154.7701
894,07-44-58,154.77
895,07-44-59,154.775
896,07-45-00,154.7750
897,07-45-01,154.7799
898,07-45-02,154.7799
899,07-45-03,154.7728
900,07-45-04,154.7728
901,07-45-04,154.7728
902,07-45-06,154.7728
903,07-45-06,154.775
904,07-45-07,154.780
905,07-45-08,154.775
906,07-45-09,154.79
907,07-45-10,154.79
908,07-45-11,154.79
909,07-45-12,154.79
910,07-45-13,154.7900
911,07-45-14,154.7811
912,07-45-15,154.78
913,07-45-16,154.781
914,07-45-17,154.781
915,07-45-18,154.78
916,07-45-19,154.78
917,07-45-20,154.78
918,07-45-21,154.78
919,07-45-21,154.780
920,07-45-22,154.77
921,07-45-23,154.77
922,07-45-24,154.7800
923,07-45-25,154.7800
924,07-45-26,154.7714
925,07-45-27,154.7714
926,07-45-28,154.77
927,07-45-29,154.77
928,07-45-30,154.77
929,07-45-31,154.77
930,07-45-31,154.77
931,07-45-32,154.7799
932,07-45-33,154.7799
933,07-45-34,154.7799
934,07-45-35,154.78
935,07-45-36,154.785
936,07-45-36,154.79
937,07-45-37,154.79
938,07-45-38,154.79
939,07-45-39,154.79
940,07-45-40,154.79
941,07-45-42,154.79
942,07-45-43,154.79
943,07-45-44,154.78
944,07-45-45,154.780
945,07-45-46,154.785
946,07-45-47,154.785
947,07-45-48,154.7868
948,07-45-49,154.79
949,07-45-50,154.79
950,07-45-51,154.78
951,07-45-52,154.78
952,07-45-53,154.78
953,07-45-56,154.79
954,07-45-57,154.78
955,07-45-58,154.78
956,07-45-59,154.78
957,07-46-00,154.78
958,07-46-01,154.78
959,07-46-02,154.7700
960,07-46-03,154.77
961,07-46-04,154.78
962,07-46-05,154.78
963,07-46-06,154.7600
964,07-46-07,154.7600
965,07-46-08,154.7800
966,07-46-09,154.7800
967,07-46-11,154.77
968,07-46-12,154.7705
969,07-46-14,154.77
970,07-46-15,154.780
971,07-46-16,154.77
972,07-46-18,154.77
973,07-46-19,154.76
974,07-46-21,154.76
975,07-46-22,154.76
976,07-46-23,154.76
977,07-46-24,154.76
978,07-46-25,154.76
979,07-46-26,154.76
980,07-46-27,154.760
981,07-46-29,154.7500
982,07-46-30,154.75
983,07-46-31,154.7538
984,07-46-32,154.7538
985,07-46-33,154.76
986,07-46-34,154.7600
987,07-46-35,154.76
988,07-46-36,154.7653
989,07-46-37,154.7653
990,07-46-38,154.77
991,07-46-39,154.77
992,07-46-40,154.7652
993,07-46-41,154.77
994,07-46-42,154.77
995,07-46-44,154.76
996,07-46-44,154.76
997,07-46-46,154.76
998,07-46-47,154.7601
999,07-46-48,154.7601
1000,07-46-49,154.7611
1001,07-46-50,154.7611
1002,07-46-51,154.7681
1003,07-46-52,154.77
1004,07-46-53,154.77
1005,07-46-54,154.7681
1006,07-46-55,154.77
1007,07-46-56,154.77
1008,07-46-59,154.765
1009,07-47-00,154.7799
1010,07-47-01,154.7799
1011,07-47-02,154.77
1012,07-47-03,154.77
1013,07-47-04,154.77
1014,07-47-05,154.7701
1015,07-47-06,154.77
1016,07-47-08,154.7701
1017,07-47-10,154.770
1018,07-47-11,154.770
1019,07-47-12,154.765
1020,07-47-13,154.76
1021,07-47-14,154.76
1022,07-47-15,154.76
1023,07-47-16,154.76
1024,07-47-17,154.76
1025,07-47-18,154.7647
1026,07-47-19,154.7647
1027,07-47-22,154.7647
1028,07-47-23,154.76
1029,07-47-25,154.76
1030,07-47-26,154.77
1031,07-47-27,154.77
1032,07-47-28,154.77
1033,07-47-29,154.76
1034,07-47-30,154.76
1035,07-47-31,154.7635
1036,07-47-32,154.76
1037,07-47-35,154.76
1038,07-47-36,154.7615
1039,07-47-37,154.7615
1040,07-47-38,154.7615
1041,07-47-39,154.760
1042,07-47-40,154.760
1043,07-47-42,154.760
1044,07-47-43,154.7679
1045,07-47-44,154.7679
1046,07-47-45,154.7679
1047,07-47-46,154.7679
1048,07-47-47,154.7648
1049,07-47-48,154.7648
1050,07-47-49,154.76
1051,07-47-50,154.760
1052,07-47-51,154.76
1053,07-47-52,154.76
1054,07-47-53,154.7600
1055,07-47-54,154.76
1056,07-47-55,154.7558
1057,07-47-56,154.756
1058,07-47-57,154.76
1059,07-47-59,154.77
1060,07-48-00,154.77
1061,07-48-01,154.775
1062,07-48-02,154.77
1063,07-48-03,154.77
1064,07-48-03,154.775
1065,07-48-05,154.775
1066,07-48-06,154.77
1067,07-48-07,154.77
1068,07-48-08,154.77
1069,07-48-09,154.77
1070,07-48-10,154.7700
1071,07-48-11,154.78
1072,07-48-12,154.78
1073,07-48-13,154.78
1074,07-48-16,154.78
1075,07-48-18,154.7800
1076,07-48-18,154.7801
1077,07-48-19,154.7801
1078,07-48-20,154.78
1079,07-48-21,154.780
1080,07-48-22,154.78
1081,07-48-23,154.78
1082,07-48-24,154.78
1083,07-48-25,154.78
1084,07-48-25,154.78
1085,07-48-26,154.78
1086,07-48-27,154.78
1087,07-48-28,154.78
1088,07-48-29,154.78
1089,07-48-30,154.7700
1090,07-48-31,154.7700
1091,07-48-32,154.7711
1092,07-48-33,154.77
1093,07-48-34,154.77
1094,07-48-34,154.77
1095,07-48-35,154.77
1096,07-48-36,154.7711
1097,07-48-37,154.7711
1098,07-48-38,154.78
1099,07-48-39,154.78
1100,07-48-40,154.78
1101,07-48-41,154.78
1102,07-48-42,154.78
1103,07-48-43,154.78
1104,07-48-44,154.78
1105,07-48-45,154.7800
1106,07-48-45,154.78
1107,07-48-46,154.78
1108,07-48-47,154.78
1109,07-48-48,154.78
1110,07-48-49,154.784
1111,07-48-50,154.782
1112,07-48-51,154.782
1113,07-48-52,154.78
1114,07-48-53,154.78
1115,07-48-56,154.78
1116,07-48-57,154.78
1117,07-48-59,154.780
1118,07-48-59,154.78
1119,07-49-00,154.78
1120,07-49-01,154.79
1121,07-49-02,154.7944
1122,07-49-03,154.79
1123,07-49-04,154.79
1124,07-49-05,154.81
1125,07-49-06,154.8100
1126,07-49-07,154.8100
1127,07-49-08,154.8097
1128,07-49-09,154.810
1129,07-49-10,154.810
1130,07-49-11,154.810
1131,07-49-12,154.810
1132,07-49-13,154.8192
