,Time,Price
0,12-30-01,948.00
1,12-30-02,948.00
2,12-30-03,948.00
3,12-30-03,948.00
4,12-30-04,948.00
5,12-30-05,948.00
6,12-30-06,948.00
7,12-30-07,948.00
8,12-30-08,948.00
9,12-30-09,948.00
10,12-30-10,948.00
11,12-30-11,948.00
12,12-30-12,948.00
13,12-30-13,948.00
14,12-30-14,948.00
15,12-30-15,947.86
16,12-30-16,947.86
17,12-30-17,947.91
18,12-30-18,947.91
19,12-30-19,947.91
20,12-30-20,947.91
21,12-30-21,947.91
22,12-30-23,947.91
23,12-30-24,947.91
24,12-30-25,947.91
25,12-30-26,947.91
26,12-30-27,947.75
27,12-30-28,947.75
28,12-30-29,947.75
29,12-30-30,947.75
30,12-30-31,947.75
31,12-30-34,947.75
32,12-30-35,947.75
33,12-30-36,947.75
34,12-30-37,947.75
35,12-30-38,947.75
36,12-30-39,947.75
37,12-30-40,947.75
38,12-30-41,947.75
39,12-30-42,947.75
40,12-30-43,947.75
41,12-30-44,947.75
42,12-30-46,947.75
43,12-30-48,947.75
44,12-30-48,947.75
45,12-30-49,947.75
46,12-30-50,947.37
47,12-30-51,947.37
48,12-30-52,947.37
49,12-30-53,947.37
50,12-30-54,947.37
51,12-30-55,947.37
52,12-30-56,947.37
53,12-30-57,947.37
54,12-30-58,947.37
55,12-30-58,947.37
56,12-30-59,947.37
57,12-31-00,947.28
58,12-31-01,947.2962
59,12-31-02,947.2962
60,12-31-03,947.2962
61,12-31-04,947.2962
62,12-31-05,947.2962
63,12-31-07,947.2962
64,12-31-08,947.2962
65,12-31-10,947.2962
66,12-31-11,947.2962
67,12-31-12,947.2962
68,12-31-13,947.2962
69,12-31-14,947.2962
70,12-31-15,947.2962
71,12-31-16,947.2962
72,12-31-17,947.2962
73,12-31-17,947.2962
74,12-31-18,947.2962
75,12-31-19,947.2962
76,12-31-20,947.2962
77,12-31-21,947.2962
78,12-31-22,947.2962
79,12-31-23,947.2962
80,12-31-24,947.2962
81,12-31-25,947.2962
82,12-31-26,947.2962
83,12-31-27,947.294
84,12-31-28,947.294
85,12-31-28,947.294
86,12-31-29,947.294
87,12-31-30,947.294
88,12-31-31,947.294
89,12-31-32,947.294
90,12-31-33,947.24
91,12-31-34,947.24
92,12-31-35,947.24
93,12-31-36,947.24
94,12-31-38,947.24
95,12-31-39,947.24
96,12-31-41,947.2400
97,12-31-42,947.3252
98,12-31-43,947.33
99,12-31-43,947.33
100,12-31-44,947.33
101,12-31-45,947.33
102,12-31-46,947.33
103,12-31-47,947.33
104,12-31-47,947.33
105,12-31-48,947.33
106,12-31-49,947.33
107,12-31-50,947.33
108,12-31-51,947.33
109,12-31-52,947.33
110,12-31-53,947.33
111,12-31-54,947.33
