,Time,Price
0,10-30-01,968.93
1,10-30-02,968.93
2,10-30-03,968.765
3,10-30-03,968.765
4,10-30-04,968.765
5,10-30-05,968.765
6,10-30-07,968.83
7,10-30-08,968.83
8,10-30-08,968.83
9,10-30-09,968.83
10,10-30-10,968.83
11,10-30-11,968.83
12,10-30-12,968.83
13,10-30-13,968.83
14,10-30-14,968.83
15,10-30-15,968.83
16,10-30-16,968.83
17,10-30-17,968.83
18,10-30-17,968.83
19,10-30-18,968.83
20,10-30-19,968.83
21,10-30-20,968.83
22,10-30-21,968.83
23,10-30-22,968.83
24,10-30-23,968.83
25,10-30-24,968.83
26,10-30-25,968.83
27,10-30-26,968.83
28,10-30-27,968.83
29,10-30-28,968.83
30,10-30-28,968.83
31,10-30-29,968.83
32,10-30-30,968.83
33,10-30-31,968.83
34,10-30-32,968.83
35,10-30-33,968.83
36,10-30-34,968.83
37,10-30-35,968.83
38,10-30-35,968.83
39,10-30-36,968.83
40,10-30-37,968.83
41,10-30-38,968.83
42,10-30-39,968.83
43,10-30-40,968.83
44,10-30-40,968.83
45,10-30-41,968.83
46,10-30-42,968.83
47,10-30-43,968.83
48,10-30-44,968.8300
49,10-30-45,968.8300
50,10-30-46,969.0498
51,10-30-46,969.0498
52,10-30-47,969.0498
53,10-30-48,969.04
54,10-30-49,969.04
55,10-30-50,969.04
56,10-30-51,969.04
57,10-30-52,969.04
58,10-30-53,969.04
59,10-30-54,969.04
60,10-30-55,969.04
61,10-30-56,968.75
62,10-30-56,968.75
63,10-30-57,968.75
64,10-30-58,968.75
65,10-30-59,968.75
66,10-31-00,968.75
67,10-31-01,968.75
68,10-31-02,968.75
69,10-31-03,968.75
70,10-31-04,968.75
71,10-31-05,968.75
72,10-31-06,968.75
73,10-31-07,968.75
74,10-31-07,968.75
75,10-31-08,968.75
76,10-31-11,968.75
77,10-31-13,968.75
78,10-31-14,968.75
79,10-31-14,968.75
80,10-31-15,968.75
81,10-31-16,968.75
82,10-31-17,968.75
83,10-31-18,968.75
84,10-31-19,968.75
85,10-31-20,968.75
86,10-31-21,968.75
87,10-31-21,968.75
88,10-31-22,968.75
89,10-31-23,968.75
90,10-31-24,968.75
91,10-31-25,968.75
92,10-31-26,968.75
93,10-31-27,968.75
94,10-31-28,968.75
95,10-31-29,968.75
96,10-31-30,968.75
97,10-31-31,968.75
98,10-31-32,968.75
99,10-31-33,968.75
100,10-31-34,968.75
101,10-31-35,968.75
102,10-31-36,968.75
103,10-31-37,968.75
104,10-31-38,968.75
105,10-31-39,968.75
106,10-31-40,968.75
107,10-31-41,968.75
108,10-31-42,968.75
109,10-31-43,968.75
110,10-31-44,968.75
111,10-31-45,968.75
112,10-31-45,968.75
113,10-31-46,968.75
114,10-31-47,968.75
115,10-31-48,968.75
116,10-31-49,968.75
117,10-31-50,968.75
118,10-31-51,968.75
119,10-31-52,968.75
120,10-31-53,968.75
121,10-31-54,968.75
122,10-31-55,968.75
123,10-31-56,968.75
124,10-31-57,968.75
125,10-31-58,968.75
126,10-31-59,968.75
127,10-32-00,968.75
128,10-32-01,968.75
129,10-32-02,968.75
130,10-32-03,968.75
131,10-32-04,968.75
132,10-32-04,968.75
133,10-32-05,968.75
134,10-32-06,968.75
135,10-32-07,968.75
136,10-32-08,968.75
137,10-32-09,968.75
138,10-32-10,968.75
139,10-32-11,968.75
140,10-32-12,968.75
141,10-32-13,968.75
142,10-32-14,968.75
143,10-32-15,968.75
144,10-32-15,968.75
145,10-32-16,968.75
146,10-32-17,968.75
147,10-32-18,968.75
148,10-32-19,968.75
149,10-32-20,968.75
150,10-32-21,968.75
151,10-32-22,968.75
152,10-32-23,968.75
153,10-32-24,968.750
154,10-32-25,968.750
155,10-32-25,968.750
156,10-32-26,968.750
157,10-32-27,969.09
158,10-32-28,969.09
159,10-32-29,969.09
160,10-32-30,969.09
161,10-32-31,969.09
162,10-32-32,969.09
163,10-32-33,969.09
164,10-32-34,969.09
165,10-32-35,969.09
166,10-32-35,969.09
167,10-32-36,969.09
168,10-32-37,969.09
169,10-32-38,969.09
170,10-32-39,969.09
171,10-32-40,969.09
172,10-32-41,969.09
173,10-32-41,969.09
174,10-32-42,969.09
175,10-32-43,969.09
176,10-32-44,969.09
177,10-32-45,969.09
178,10-32-46,969.09
179,10-32-47,969.09
180,10-32-48,969.09
181,10-32-49,969.09
182,10-32-50,969.09
183,10-32-51,969.09
184,10-32-51,969.09
185,10-32-52,969.09
186,10-32-53,969.09
187,10-32-54,969.09
188,10-32-55,969.09
189,10-32-56,969.09
190,10-32-57,969.09
191,10-32-58,969.09
192,10-32-59,969.09
193,10-33-00,969.09
194,10-33-01,969.09
195,10-33-02,969.09
196,10-33-03,969.09
197,10-33-04,969.09
198,10-33-04,969.09
199,10-33-05,969.09
200,10-33-06,969.09
201,10-33-07,969.09
202,10-33-08,969.52
203,10-33-09,969.52
204,10-33-10,969.52
205,10-33-10,969.52
206,10-33-11,969.52
207,10-33-12,969.52
208,10-33-13,969.52
209,10-33-14,969.52
210,10-33-15,969.52
211,10-33-16,969.52
212,10-33-17,969.52
213,10-33-17,969.52
214,10-33-18,969.52
215,10-33-19,969.52
216,10-33-20,969.52
217,10-33-21,969.52
218,10-33-22,969.52
219,10-33-23,969.52
220,10-33-24,969.52
221,10-33-25,969.52
222,10-33-26,969.52
223,10-33-27,969.52
224,10-33-27,969.52
225,10-33-28,969.52
226,10-33-29,969.52
227,10-33-30,969.52
228,10-33-31,969.52
229,10-33-32,969.52
230,10-33-33,969.52
231,10-33-34,969.52
232,10-33-35,969.52
233,10-33-36,969.56
234,10-33-37,969.56
235,10-33-38,969.56
236,10-33-39,969.56
237,10-33-40,969.56
238,10-33-41,969.56
239,10-33-42,969.56
240,10-33-42,969.56
241,10-33-43,969.56
242,10-33-44,969.56
243,10-33-45,969.56
244,10-33-46,969.56
245,10-33-47,969.56
246,10-33-48,969.56
247,10-33-49,969.56
248,10-33-50,969.56
249,10-33-51,969.56
250,10-33-52,969.56
251,10-33-52,969.56
252,10-33-53,969.56
253,10-33-55,969.56
254,10-33-56,969.56
255,10-33-56,969.56
256,10-33-57,969.56
257,10-33-58,969.56
258,10-33-59,969.56
259,10-34-00,969.56
260,10-34-01,969.56
261,10-34-02,969.56
262,10-34-03,969.56
263,10-34-03,969.56
264,10-34-04,969.56
265,10-34-05,969.56
266,10-34-06,969.56
267,10-34-07,969.56
268,10-34-08,969.56
269,10-34-08,969.56
270,10-34-09,969.56
271,10-34-10,969.56
272,10-34-11,969.56
273,10-34-12,969.56
274,10-34-13,969.56
275,10-34-14,969.56
276,10-34-15,969.56
277,10-34-16,969.56
278,10-34-17,969.56
279,10-34-18,969.56
280,10-34-19,969.56
281,10-34-20,969.56
282,10-34-21,969.56
283,10-34-22,969.56
284,10-34-23,969.56
285,10-34-24,969.56
286,10-34-24,969.56
287,10-34-25,969.56
288,10-34-26,969.56
289,10-34-27,969.56
290,10-34-28,969.56
291,10-34-29,969.56
292,10-34-30,969.56
293,10-34-31,969.56
294,10-34-32,969.56
295,10-34-33,969.56
296,10-34-34,969.56
297,10-34-34,969.56
298,10-34-35,969.56
299,10-34-36,969.56
300,10-34-37,969.56
301,10-34-38,969.56
302,10-34-39,969.56
303,10-34-40,969.56
304,10-34-41,969.56
305,10-34-42,969.56
306,10-34-43,969.56
307,10-34-44,969.42
308,10-34-45,969.42
309,10-34-46,969.42
310,10-34-49,969.42
311,10-34-50,969.42
312,10-34-51,969.42
313,10-34-52,969.42
314,10-34-53,969.42
315,10-34-54,969.42
316,10-34-55,969.42
317,10-34-56,969.42
318,10-34-56,969.42
319,10-34-57,969.42
320,10-34-58,969.42
321,10-34-59,969.42
322,10-35-00,969.42
323,10-35-01,969.42
324,10-35-02,969.42
325,10-35-03,969.42
326,10-35-04,969.42
327,10-35-05,969.42
328,10-35-06,969.42
329,10-35-06,969.42
330,10-35-07,969.42
331,10-35-08,969.42
332,10-35-09,969.42
333,10-35-10,969.42
334,10-35-11,969.42
335,10-35-12,969.42
336,10-35-13,969.42
337,10-35-14,969.42
338,10-35-15,969.42
339,10-35-16,969.42
340,10-35-16,969.42
341,10-35-17,969.42
342,10-35-18,969.42
343,10-35-19,969.42
344,10-35-20,969.42
345,10-35-21,969.42
346,10-35-22,969.42
347,10-35-23,969.42
348,10-35-24,969.42
349,10-35-25,969.42
350,10-35-26,969.42
351,10-35-27,969.42
352,10-35-28,969.42
353,10-35-29,969.42
354,10-35-29,969.42
355,10-35-30,969.42
356,10-35-31,969.42
357,10-35-32,969.42
358,10-35-33,969.42
359,10-35-34,969.42
360,10-35-35,969.42
361,10-35-36,969.42
362,10-35-37,969.42
363,10-35-37,969.42
364,10-35-38,969.42
365,10-35-39,969.42
366,10-35-40,969.42
367,10-35-41,969.4200
368,10-35-42,969.42
369,10-35-43,969.48
370,10-35-44,969.4800
371,10-35-45,969.4800
372,10-35-46,969.51
373,10-35-47,969.56
374,10-35-48,969.69
375,10-35-49,969.69
376,10-35-50,969.69
377,10-35-51,969.69
378,10-35-51,969.69
379,10-35-52,969.69
380,10-35-53,969.69
381,10-35-54,969.69
382,10-35-55,969.60
383,10-35-56,969.60
384,10-35-57,969.60
385,10-35-57,969.60
386,10-35-58,969.60
387,10-35-59,969.60
388,10-36-00,969.60
389,10-36-01,969.60
390,10-36-02,969.60
391,10-36-03,969.60
392,10-36-04,969.68
393,10-36-05,969.68
394,10-36-06,969.68
395,10-36-07,969.68
396,10-36-08,969.68
397,10-36-09,969.68
398,10-36-10,969.68
399,10-36-10,969.68
400,10-36-11,969.68
401,10-36-12,969.68
402,10-36-13,969.68
403,10-36-14,969.68
404,10-36-15,969.68
405,10-36-16,969.68
406,10-36-17,969.68
407,10-36-18,969.68
408,10-36-19,969.68
409,10-36-20,969.68
410,10-36-20,969.68
411,10-36-21,969.68
412,10-36-22,969.68
413,10-36-24,969.5325
