GOOG,Time,Price
0,07-49-46,983.28
1,07-49-47,983.28
2,07-49-48,983.28
3,07-49-49,983.28
4,07-49-49,983.28
5,07-49-50,983.28
6,07-49-51,983.25
7,07-49-52,983.25
8,07-49-53,983.25
9,07-49-54,983.25
10,07-49-55,983.25
11,07-49-55,983.25
12,07-49-56,983.25
13,07-49-57,983.25
14,07-49-59,983.43
15,07-50-00,983.43
16,07-50-01,983.43
17,07-50-01,983.43
18,07-50-02,983.43
19,07-50-03,983.43
20,07-50-04,983.43
21,07-50-06,983.43
22,07-50-07,983.43
23,07-50-08,983.43
24,07-50-09,983.43
25,07-50-10,983.43
26,07-50-11,983.43
27,07-50-11,983.43
28,07-50-12,983.43
29,07-50-13,983.43
30,07-50-14,983.43
31,07-50-15,983.43
32,07-50-16,983.43
33,07-50-16,983.430
34,07-50-17,983.430
35,07-50-18,983.430
36,07-50-19,983.430
37,07-50-20,983.430
38,07-50-21,983.430
39,07-50-21,983.430
40,07-50-22,983.430
41,07-50-23,983.43
42,07-50-24,983.43
43,07-50-25,983.32
44,07-50-26,983.32
45,07-50-27,983.32
46,07-50-28,983.32
47,07-50-32,983.32
48,07-50-33,983.32
49,07-50-34,983.32
50,07-50-39,983.32
51,07-50-40,983.32
52,07-50-41,983.32
53,07-50-42,983.32
54,07-50-42,983.32
55,07-50-43,983.32
56,07-50-44,983.32
57,07-50-45,983.32
58,07-50-46,983.32
59,07-50-47,983.32
60,07-50-48,983.32
61,07-50-48,983.32
62,07-50-49,983.32
63,07-50-50,983.32
64,07-50-52,983.32
65,07-50-55,983.32
66,07-50-59,983.3200
67,07-51-04,983.3200
68,07-51-06,983.3200
69,07-51-08,983.3200
70,07-51-11,983.3200
71,07-51-13,983.3200
72,07-51-14,983.3200
73,07-51-15,983.3200
74,07-51-16,983.3200
75,07-51-17,983.3200
76,07-51-17,983.3200
77,07-51-18,983.3200
78,07-51-21,983.3200
79,07-51-22,983.3200
80,07-51-23,983.3200
81,07-51-24,983.3200
82,07-51-24,983.3200
83,07-51-26,983.3200
84,07-51-27,983.3200
85,07-51-31,983.235
86,07-51-32,983.23
87,07-51-35,983.23
88,07-51-38,983.23
89,07-51-39,983.23
90,07-51-40,983.23
91,07-51-41,983.23
92,07-51-42,983.23
93,07-51-43,983.23
94,07-51-44,983.23
95,07-51-44,983.2350
96,07-51-45,983.1698
97,07-51-46,983.1698
98,07-51-47,983.1698
99,07-51-48,
100,07-51-49,983.1698
101,07-51-50,983.1698
102,07-51-51,983.1698
103,07-51-52,983.1698
104,07-51-55,983.1698
105,07-51-56,983.1698
106,07-51-57,983.1698
107,07-51-58,983.1698
108,07-51-59,983.1698
109,07-52-00,983.1698
110,07-52-01,983.1698
111,07-52-03,983.1698
112,07-52-04,983.1698
113,07-52-05,983.1698
114,07-52-06,983.1698
115,07-52-07,983.1698
116,07-52-08,983.1698
117,07-52-08,983.1698
118,07-52-09,983.1698
119,07-52-10,983.1698
120,07-52-11,983.1698
121,07-52-12,983.1698
122,07-52-13,983.1698
123,07-52-14,983.1698
124,07-52-15,983.00
125,07-52-16,983.00
