GOOG,Time,Price
0,13-00-01,948.20
1,13-00-02,948.3601
2,13-00-03,948.3601
3,13-00-05,948.64
4,13-00-06,948.64
5,13-00-07,948.59
6,13-00-08,948.48
7,13-00-09,948.66
8,13-00-11,949.235
9,13-00-12,949.59
10,13-00-12,949.85
11,13-00-13,950.00
12,13-00-14,949.85
13,13-00-16,949.57
14,13-00-17,950.08
15,13-00-19,949.86
16,13-00-20,949.83
17,13-00-21,949.83
18,13-00-22,949.83
19,13-00-23,949.83
20,13-00-24,949.83
21,13-00-25,949.83
22,13-00-26,949.83
23,13-00-27,949.83
24,13-00-28,949.83
25,13-00-30,949.83
26,13-00-31,949.83
27,13-00-32,949.83
28,13-00-33,949.83
29,13-00-34,949.83
30,13-00-35,949.83
31,13-00-36,949.83
32,13-00-37,949.83
33,13-00-38,949.83
34,13-00-40,949.83
35,13-00-41,949.83
36,13-00-43,949.83
37,13-00-44,949.83
38,13-00-45,949.83
39,13-00-46,949.83
40,13-00-47,949.83
41,13-00-48,949.83
42,13-00-49,949.83
43,13-00-50,949.83
44,13-00-51,949.83
45,13-00-52,949.83
46,13-00-53,949.83
47,13-00-54,949.83
48,13-00-55,949.83
49,13-00-56,949.83
50,13-00-57,949.83
51,13-00-58,949.83
52,13-00-59,949.83
53,13-01-00,949.83
54,13-01-02,949.83
55,13-01-03,949.83
56,13-01-04,949.83
57,13-01-05,949.83
58,13-01-06,949.83
59,13-01-07,949.83
60,13-01-08,949.83
61,13-01-09,949.83
62,13-01-11,949.83
63,13-01-12,949.83
64,13-01-13,949.83
65,13-01-15,949.83
66,13-01-16,949.83
67,13-01-17,949.83
68,13-01-18,949.83
69,13-01-19,949.83
70,13-01-20,949.83
71,13-01-21,949.83
72,13-01-22,949.83
73,13-01-23,949.83
74,13-01-24,949.83
75,13-01-26,949.83
76,13-01-26,949.83
77,13-01-28,949.83
78,13-01-29,949.83
79,13-01-29,949.83
80,13-01-31,949.83
81,13-01-32,949.83
82,13-01-33,949.83
83,13-01-34,949.83
84,13-01-35,949.83
85,13-01-36,949.83
86,13-01-37,949.83
87,13-01-38,949.83
88,13-01-39,949.83
89,13-01-40,949.83
90,13-01-41,949.83
91,13-01-42,949.83
92,13-01-43,949.83
93,13-01-44,949.83
94,13-01-45,949.83
95,13-01-46,949.83
96,13-01-47,949.83
97,13-01-48,949.83
98,13-01-49,949.83
99,13-01-50,949.83
100,13-01-51,949.83
101,13-01-52,949.83
102,13-01-53,949.83
103,13-01-54,949.83
104,13-01-55,949.83
105,13-01-56,949.83
106,13-01-58,949.83
107,13-01-59,949.83
108,13-02-00,949.83
109,13-02-01,949.83
110,13-02-02,949.83
111,13-02-03,949.83
112,13-02-04,949.83
113,13-02-05,949.83
114,13-02-06,949.83
115,13-02-07,949.83
116,13-02-08,949.83
117,13-02-10,944.459
118,13-02-11,949.83
119,13-02-12,949.83
120,13-02-13,949.83
121,13-02-14,949.83
122,13-02-15,949.83
123,13-02-17,949.83
124,13-02-18,949.83
125,13-02-19,949.83
126,13-02-20,949.83
127,13-02-21,949.83
128,13-02-22,949.83
129,13-02-23,949.83
130,13-02-24,949.83
131,13-02-25,949.83
132,13-02-26,949.83
133,13-02-27,949.83
134,13-02-28,949.83
135,13-02-29,949.83
136,13-02-30,949.83
137,13-02-31,949.83
138,13-02-32,949.83
139,13-02-33,949.83
140,13-02-34,949.83
141,13-02-35,949.83
142,13-02-36,949.83
143,13-02-37,949.83
144,13-02-39,949.83
145,13-02-39,949.83
146,13-02-40,949.83
147,13-02-42,949.83
148,13-02-43,949.83
149,13-02-44,949.83
150,13-02-45,949.83
151,13-02-45,949.83
152,13-02-47,949.83
153,13-02-48,949.83
154,13-02-49,949.83
155,13-02-51,949.83
156,13-02-52,949.83
157,13-02-53,949.83
158,13-02-54,949.83
159,13-02-55,949.83
160,13-02-57,949.83
161,13-02-58,949.83
162,13-02-59,949.83
163,13-03-00,949.83
164,13-03-01,949.83
165,13-03-02,949.83
166,13-03-03,949.83
167,13-03-05,949.83
168,13-03-06,949.83
169,13-03-07,949.83
170,13-03-08,949.83
171,13-03-09,949.83
172,13-03-11,949.83
173,13-03-12,949.83
174,13-03-13,949.83
175,13-03-14,949.830
176,13-03-15,949.83
177,13-03-16,949.830
178,13-03-18,949.83
179,13-03-19,949.83
180,13-03-20,949.83
181,13-03-20,949.83
182,13-03-22,949.83
183,13-03-23,949.83
184,13-03-24,949.83
185,13-03-25,949.83
186,13-03-26,949.83
187,13-03-27,949.83
188,13-03-28,949.83
189,13-03-29,949.83
190,13-03-30,949.83
191,13-03-31,949.83
192,13-03-32,949.83
193,13-03-33,949.83
194,13-03-34,949.83
195,13-03-36,949.83
196,13-03-37,949.83
197,13-03-38,949.83
198,13-03-39,949.83
199,13-03-40,949.83
200,13-03-41,949.83
201,13-03-42,949.83
202,13-03-43,949.83
203,13-03-44,949.83
204,13-03-46,949.83
205,13-03-47,949.83
206,13-03-48,949.83
207,13-03-49,949.83
208,13-03-49,949.83
209,13-03-51,949.83
210,13-03-52,949.83
211,13-03-53,949.83
212,13-03-54,949.83
213,13-03-55,949.83
214,13-03-56,949.83
215,13-03-57,949.83
216,13-03-58,949.83
217,13-03-59,949.83
218,13-04-01,949.83
219,13-04-02,949.83
220,13-04-03,949.83
221,13-04-04,949.83
222,13-04-05,949.83
223,13-04-06,949.83
224,13-04-07,949.83
225,13-04-09,949.83
226,13-04-10,949.8300
227,13-04-11,949.8300
228,13-04-12,949.83
229,13-04-13,949.83
230,13-04-14,949.83
231,13-04-15,949.83
232,13-04-16,949.83
233,13-04-17,949.83
234,13-04-18,949.83
235,13-04-19,949.83
236,13-04-20,949.83
237,13-04-21,949.83
238,13-04-23,949.83
239,13-04-24,949.83
240,13-04-25,949.83
241,13-04-26,949.83
242,13-04-27,949.83
243,13-04-27,949.83
244,13-04-29,949.83
245,13-04-30,949.83
246,13-04-31,949.83
247,13-04-34,949.83
248,13-04-35,949.83
249,13-04-36,949.83
250,13-04-37,949.83
251,13-04-38,949.83
252,13-04-39,949.83
253,13-04-40,949.83
254,13-04-41,949.83
255,13-04-42,949.83
256,13-04-43,949.83
257,13-04-44,949.83
258,13-04-45,949.83
259,13-04-46,949.83
260,13-04-51,949.83
261,13-04-52,949.83
262,13-04-53,949.83
263,13-04-54,949.83
264,13-04-55,949.83
265,13-04-56,949.830
266,13-04-58,949.830
267,13-04-59,949.83
268,13-05-00,949.83
269,13-05-01,949.83
270,13-05-02,949.83
271,13-05-04,949.83
272,13-05-05,949.83
273,13-05-06,949.83
274,13-05-08,949.83
275,13-05-08,949.83
276,13-05-10,949.83
277,13-05-11,949.83
278,13-05-12,949.83
279,13-05-13,949.83
280,13-05-14,949.83
281,13-05-15,949.83
282,13-05-16,949.83
283,13-05-17,949.83
284,13-05-18,949.83
285,13-05-19,949.83
286,13-05-20,949.830
287,13-05-21,949.830
288,13-05-22,949.830
289,13-05-23,949.830
290,13-05-24,949.830
291,13-05-25,949.830
292,13-05-26,949.83
293,13-05-27,949.83
294,13-05-28,949.83
295,13-05-29,949.83
296,13-05-30,949.83
297,13-05-31,949.83
298,13-05-32,949.83
299,13-05-33,949.83
300,13-05-34,949.8300
301,13-05-36,949.83
302,13-05-36,949.8300
303,13-05-38,949.8300
304,13-05-39,949.8300
305,13-05-40,949.83
306,13-05-41,949.83
307,13-05-42,949.83
308,13-05-43,949.83
309,13-05-45,949.83
310,13-05-46,949.83
311,13-05-47,949.83
312,13-05-48,949.83
313,13-05-49,949.83
314,13-05-50,949.83
315,13-05-51,949.83
316,13-05-52,949.83
317,13-05-54,949.83
318,13-05-55,949.83
319,13-05-56,949.83
320,13-05-58,949.83
321,13-05-59,949.83
322,13-06-00,949.83
323,13-06-01,949.83
324,13-06-02,949.83
325,13-06-03,949.83
326,13-06-04,949.83
327,13-06-05,949.83
328,13-06-07,949.83
329,13-06-08,949.83
330,13-06-09,949.83
331,13-06-10,949.83
332,13-06-11,949.83
333,13-06-12,949.83
334,13-06-13,949.83
335,13-06-14,949.83
336,13-06-15,949.83
337,13-06-17,949.83
338,13-06-18,949.83
339,13-06-19,949.83
340,13-06-20,949.83
341,13-06-21,949.83
342,13-06-22,949.83
343,13-06-23,949.83
344,13-06-24,949.83
345,13-06-25,949.83
346,13-06-26,949.83
347,13-06-27,949.83
348,13-06-29,949.83
349,13-06-30,949.83
350,13-06-31,949.83
351,13-06-32,949.83
352,13-06-33,949.83
353,13-06-34,949.83
354,13-06-35,949.83
355,13-06-36,949.83
356,13-06-37,949.83
357,13-06-38,949.83
358,13-06-39,949.83
359,13-06-40,949.83
360,13-06-41,949.83
361,13-06-42,949.83
362,13-06-43,949.83
363,13-06-44,949.83
364,13-06-45,949.83
365,13-06-46,949.83
366,13-06-47,949.83
367,13-06-48,949.83
368,13-06-49,949.83
369,13-06-50,949.83
370,13-06-52,949.83
371,13-06-53,949.83
372,13-06-54,949.83
373,13-06-54,949.83
374,13-06-56,949.83
375,13-06-57,949.83
376,13-06-58,949.83
377,13-07-00,949.83
378,13-07-01,949.83
379,13-07-02,949.8300
380,13-07-03,949.83
381,13-07-04,949.83
382,13-07-05,949.83
383,13-07-07,949.83
384,13-07-08,949.83
385,13-07-09,949.83
386,13-07-10,949.83
387,13-07-11,949.83
388,13-07-12,949.83
389,13-07-13,949.83
390,13-07-14,949.83
391,13-07-15,949.83
392,13-07-16,949.83
393,13-07-17,949.83
394,13-07-19,949.83
395,13-07-20,949.83
